text,label_class,label_author,source_id,label,author,sample_id,ttr,n_tokens,n_types,adj_noun_ratio,avg_dep_depth,flesch_kincaid,n_sentences,avg_sentence_len,punct_;,punct_—,punct_!,punct_?,"punct_,",punct_.,punct_:,punct_(,punct_),func_the,func_of,func_and,func_to,func_a,func_in,func_that,func_it,func_is,func_was,func_for,func_on,func_as,func_with,func_his,func_he,func_be,func_at,func_by,func_this
"What a bitter and theatrical mockery it is, to wander the grand, gas-lit thoroughfares where the plateglass windows burst with roasted fowls, sugared plums, and golden mountains of imported fruit, while a multitude of the shivering, unfed populace stands just beyond the glass! The starving laborer, his stomach a hollow cavern of gnawing agony, presses his frostbitten face against the transparent barrier, separated from absolute salvation by a mere quarter-inch of crystal. Inside, the rosy-cheeked shopkeeper warms his plump hands by a blazing hearth, entirely untroubled by the hollow-eyed specters congregating in the freezing mist outside his door. This invisible wall is far stronger than the thickest iron portcullis; it is fortified by the cold statutes of commerce, the indifferent laws of property, and a collective societal blindness that happily trades the breath of the poor for a well-stocked larder.",C,Dickens,AI_Imp_D_33,AI_Impostor,Dickens,train_10,0.7448275862068966,145,108,0.65,5.041666666666667,17.614285714285717,4,36.25,1.0917030567685588,0.0,1.0917030567685588,0.0,14.192139737991267,3.2751091703056767,0.0,0.0,0.0,96.55172413793103,48.275862068965516,20.689655172413794,6.896551724137931,48.275862068965516,6.896551724137931,6.896551724137931,13.793103448275861,20.689655172413794,0.0,6.896551724137931,0.0,0.0,6.896551724137931,27.586206896551722,0.0,0.0,0.0,27.586206896551722,6.896551724137931
"He possessed a voice like a booming brass gong, which he utilized to deliver a blistering sermon on the virtues of absolute temperance and the vile, corrosive evils of the public-house. They drafted long, self-congratulatory resolutions dictating the precise thinness of the morning gruel and the exact roughness of the institutional blankets. Oh, what a grand and imposing edifice is the High Court of Morality, where the great and the good sit in endless judgment upon the frailties of those who have not the funds to purchase virtue! Amidst the popping of champagne corks and the ingestion of rare, imported delicacies, the conversation invariably turned, with a collective sigh of genteel annoyance, to the laziness and ingratitude of the working classes. She commanded her coachman to whip the horses onward, terrified lest the foul, unwashed reality of domestic poverty should somehow soil the pristine hem of her gown, or worse, prick the heavily guarded balloon of her own monstrous hypocrisy. With perfectly manicured fingers, they distributed tracts upon the virtues of temperance to wretches dying of starvation, blissfully ignorant of the glaring truth that a man freezing in the mud finds little warmth in a printed sermon.",C,Dickens,AI_Imp_D_82,AI_Impostor,Dickens,train_11,0.6733668341708543,199,134,0.4909090909090909,5.166666666666667,17.101294416243658,6,33.166666666666664,0.0,0.0,0.8090614886731392,0.0,12.135922330097086,4.0453074433656955,0.0,0.0,0.0,120.60301507537687,80.40201005025126,30.15075376884422,25.12562814070352,35.175879396984925,15.07537688442211,5.025125628140704,0.0,5.025125628140704,0.0,0.0,5.025125628140704,0.0,10.050251256281408,0.0,10.050251256281408,0.0,0.0,0.0,0.0
"I was trying to familiarize my mind with the worst, and to present to
myself the arrangements we should have to make for the future in their
sternest aspect, when a hackney-chariot coming after me, and stopping at
my very feet, occasioned me to look up. A fair hand was stretched forth
to me from the window; and the face I had never seen without a feeling
of serenity and happiness, from the moment when it first turned back
on the old oak staircase with the great broad balustrade, and when I
associated its softened beauty with the stained-glass window in the
church, was smiling on me.",A,Dickens,Dickens_766,Human,Dickens,train_12,0.6513761467889908,109,71,0.3333333333333333,5.596899224806202,21.706775700934582,2,54.5,1.697792869269949,0.0,0.0,0.0,11.884550084889643,3.395585738539898,0.0,0.0,0.0,91.74311926605505,9.174311926605505,45.87155963302752,55.04587155963303,27.522935779816514,18.34862385321101,0.0,9.174311926605505,0.0,27.522935779816514,9.174311926605505,18.34862385321101,0.0,27.522935779816514,0.0,0.0,0.0,9.174311926605505,0.0,0.0
"When Mr. She undertook this betrayal with a countenance of tragic martyrdom, assuring everyone that her duty to truth and her beloved sister's immortal soul forced her to speak. A mother's devotion is universally celebrated as a force of nature, though it occasionally takes a form indistinguishable from a hostile military campaign. To defy the unified opposition of one's family requires a species of courage that polite society generally categorizes as sheer rebellion. John Dashwood persuaded himself, with his wife's invaluable assistance, that his father's dying request to provide for his stepmother and half-sisters meant merely the occasional gift of a pheasant, he achieved a masterpiece of domestic betrayal.",C,Austen,AI_Imp_A_51,AI_Impostor,Austen,train_13,0.7431192660550459,109,81,0.40625,3.856,17.446674311926603,4,27.25,0.0,0.0,0.0,0.0,6.954102920723227,6.954102920723227,0.0,0.0,0.0,18.34862385321101,55.04587155963303,18.34862385321101,36.69724770642202,73.39449541284404,0.0,27.522935779816514,9.174311926605505,9.174311926605505,0.0,9.174311926605505,0.0,18.34862385321101,18.34862385321101,27.522935779816514,9.174311926605505,0.0,0.0,0.0,9.174311926605505
"The diner at the edge of the highway was a sanctuary for those who worked the graveyard shift. In the shadow of the glass towers, the sidewalk vendor stood behind his steaming cart, rubbing his hands together to ward off the winter chill. It was a simple, brutal equation: the income from her three part-time jobs was fundamentally insufficient to meet the rising cost of basic existence. Arthur joined the stream of exhausted bodies shuffling toward the exit, their faces pale under the harsh fluorescent lights, their clothes smelling of machine oil and metallic dust.",B,,AI_Gen_106,AI_Generic,,train_14,0.7708333333333334,96,74,0.24242424242424243,3.94392523364486,11.434605263157895,4,24.0,0.0,0.0,0.0,0.0,8.771929824561402,7.017543859649123,1.7543859649122808,0.0,0.0,135.41666666666666,52.083333333333336,10.416666666666666,20.833333333333332,20.833333333333332,10.416666666666666,0.0,10.416666666666666,0.0,31.25,10.416666666666666,0.0,0.0,0.0,20.833333333333332,0.0,0.0,10.416666666666666,0.0,0.0
"We are, all of us, chained to the heavy, dragging weights of our yesterday; and yet, it is precisely this burden that teaches the soul its necessary humility, softening the rigid spirit with the tears of a profound and inescapable regret. The old miser, staring into the fading coals, sees not warmth, but the faces of those he ruined, their silent accusations piercing him more deeply than the bitterest winter frost. It is a hard and lonely road, fraught with the mocking laughter of former associates and the cold skepticism of the righteous, but it leads, ultimately, to a quiet clearing of the soul—a place where the crushing weight of guilt is finally lifted, replaced by a humble, enduring peace that surpasses all earthly understanding. In the quiet, twilight hours of a man's life, when the bustling noise of the world fades into a distant hum, the ghosts of the past arise from their dusty tombs, bringing with them a bittersweet ledger of old joys and enduring sorrows. How fiercely the heart aches for the lost companions of youth, whose laughter echoes only in the hollow chambers of memory, and how sharply the conscience stings at the recollection of words spoken in haste, of kindnesses withheld when they were most desperately needed! It is a terrible thing to sit by a dying fire, listening to the wind rattling the casement, and to realize that the great ledger of one's existence is filled largely with the ink of selfishness and missed opportunities.",C,Dickens,AI_Imp_D_70,AI_Impostor,Dickens,train_15,0.6150793650793651,252,155,0.4426229508196721,5.594405594405594,18.54252988047809,6,42.0,0.6798096532970768,0.6798096532970768,0.6798096532970768,0.0,16.315431679129844,3.399048266485384,0.0,0.0,0.0,107.14285714285714,71.42857142857143,31.746031746031743,19.841269841269842,39.682539682539684,11.904761904761903,11.904761904761903,15.873015873015872,19.841269841269842,0.0,3.968253968253968,0.0,0.0,15.873015873015872,0.0,3.968253968253968,0.0,3.968253968253968,7.936507936507936,3.968253968253968
"The courtroom smelled of floor wax and old paper, a stale, institutional odor that always made Marcus feel nauseous. He sat at the defense table, his hands trembling slightly as he listened to the prosecutor summarize his life as a series of calculated, malicious choices. The truth was far messier—a momentary lapse in judgment, a desperate need for cash to cover a debt he couldn't outrun—but the justice system had no room for nuance. The judge looked down from the bench with bored indifference, processing him like a defective product on an assembly line. Marcus knew he was guilty of the theft, but the sheer weight of the impending sentence felt disproportionately crushing, designed to break rather than rehabilitate. He stared at the wood grain of the table, realizing that his entire future was being negotiated in whispered plea deals between lawyers who barely knew his name.",B,,AI_Gen_12,AI_Generic,,train_16,0.7114093959731543,149,106,0.3902439024390244,3.8802395209580838,12.347312925170069,6,24.833333333333332,0.0,2.254791431792559,0.0,0.0,10.146561443066515,6.764374295377677,0.0,0.0,0.0,80.53691275167785,33.557046979865774,6.7114093959731544,20.13422818791946,40.26845637583892,13.422818791946309,13.422818791946309,0.0,0.0,20.13422818791946,13.422818791946309,6.7114093959731544,13.422818791946309,6.7114093959731544,26.845637583892618,33.557046979865774,0.0,13.422818791946309,0.0,0.0
"His weekends were dedicated to the community garden, his hands constantly plunged into the dark, damp soil as he pulled weeds and pruned the overgrown tomatoes. It was grueling, unglamorous work, but the physical exhaustion was precisely the point. After a ruthless career in corporate restructuring, where his signature had casually dismantled hundreds of livelihoods, he felt a desperate need to nurture something tangible. He viewed the flourishing vegetables not as a hobby, but as a meager attempt to balance the cosmic scales. Handing over a basket of ripe zucchini to the local food pantry offered a fleeting, quiet solace. He knew that growing a few vegetables could never undo the systemic damage he had caused in boardrooms, but the act of coaxing life from the dirt was the only path to redemption his pragmatic mind could accept.",B,,AI_Gen_47,AI_Generic,,train_17,0.6956521739130435,138,96,0.5454545454545454,3.803921568627451,12.448115942028988,6,23.0,0.0,0.0,0.0,0.0,10.70154577883472,7.134363852556481,0.0,0.0,0.0,86.95652173913044,21.73913043478261,7.246376811594203,36.231884057971016,50.72463768115942,14.492753623188406,7.246376811594203,7.246376811594203,0.0,21.73913043478261,0.0,0.0,21.73913043478261,0.0,28.985507246376812,36.231884057971016,0.0,0.0,0.0,0.0
"With what frantic, unseemly desperation did the merchant claw his way up the slippery ladder of society, casting off his humble origins as though they were a diseased garment he was loath to touch! He scrubbed the rough accent of the docks from his tongue with the abrasive sand of expensive tutors, and purchased grand, echoing mansions filled with ancestral portraits of people entirely unrelated to him. Yet, despite his velvet coats and his grandly crested carriages, he remained forever haunted by the terrifying phantom of a dropped consonant, living in a perpetual sweat of anxiety lest the polished lords and ladies he courted should sniff out the scent of the tanning yard that still, in his fevered imagination, clung to his very soul.",C,Dickens,AI_Imp_D_18,AI_Impostor,Dickens,train_18,0.7258064516129032,124,90,0.6428571428571429,4.676470588235294,19.18161290322581,3,41.333333333333336,0.0,0.0,1.3422818791946307,0.0,12.080536912751677,2.6845637583892614,0.0,0.0,0.0,72.58064516129033,56.45161290322581,24.193548387096772,24.193548387096772,24.193548387096772,16.129032258064516,8.064516129032258,0.0,0.0,8.064516129032258,0.0,0.0,8.064516129032258,24.193548387096772,56.45161290322581,32.25806451612903,0.0,0.0,8.064516129032258,0.0
"He turned over the leaves. Carelessly at first; but, lighting on a
passage which attracted his attention, he soon became intent upon the
volume. It was a history of the lives and trials of great criminals;
and the pages were soiled and thumbed with use. Here, he read of
dreadful crimes that made the blood run cold; of secret murders that
had been committed by the lonely wayside; of bodies hidden from the eye
of man in deep pits and wells: which would not keep them down, deep as
they were, but had yielded them up at last, after many years, and so
maddened the murderers with the sight, that in their horror they had
confessed their guilt, and yelled for the gibbet to end their agony. Here, too, he read of men who, lying in their beds at dead of night,
had been tempted (so they said) and led on, by their own bad thoughts,
to such dreadful bloodshed as it made the flesh creep, and the limbs
quail, to think of.",A,Dickens,Dickens_730,Human,Dickens,train_19,0.6127167630057804,173,106,0.4117647058823529,4.757009345794392,12.636947976878616,5,34.6,4.357298474945535,0.0,0.0,0.0,18.51851851851852,5.446623093681917,1.0893246187363836,1.0893246187363836,1.0893246187363836,69.36416184971098,52.02312138728324,46.24277456647398,17.341040462427745,11.560693641618496,17.341040462427745,17.341040462427745,11.560693641618496,0.0,5.780346820809248,5.780346820809248,11.560693641618496,11.560693641618496,11.560693641618496,5.780346820809248,23.12138728323699,0.0,17.341040462427745,11.560693641618496,0.0
"‘Friday. Day of incident. Man appears in kitchen, with blue bag, “for
lady’s boots left out to heel”. Cook replies, “No such orders.” Man
argues point. Cook withdraws to inquire, leaving man alone with J. On
Cook’s return, man still argues point, but ultimately goes. J. missing.
D. distracted. Information sent to police. Man to be identified by
broad nose, and legs like balustrades of bridge. Search made in
every direction. No J. D. weeping bitterly, and inconsolable. Renewed
reference to young Gazelle. Appropriate, but unavailing. Towards
evening, strange boy calls. Brought into parlour. Broad nose, but no
balustrades. Says he wants a pound, and knows a dog. Declines to explain
further, though much pressed. Pound being produced by D. takes Cook
to little house, where J. alone tied up to leg of table. Joy of D.
who dances round J. while he eats his supper. Emboldened by this happy
change, mention D. C. upstairs. D. weeps afresh, cries piteously, “Oh,
don’t, don’t, don’t! It is so wicked to think of anything but poor
papa!”--embraces J. and sobs herself to sleep. (Must not D. C. confine
himself to the broad pinions of Time? J. M.)’",A,Dickens,Dickens_766,Human,Dickens,train_20,0.711864406779661,177,126,0.23880597014925373,2.9555555555555557,3.491900972590628,26,6.8076923076923075,0.0,0.0,1.7421602787456445,0.8710801393728222,17.421602787456447,34.84320557491289,0.0,0.8710801393728222,0.8710801393728222,5.649717514124294,33.898305084745765,22.598870056497177,62.14689265536723,11.299435028248588,11.299435028248588,0.0,5.649717514124294,5.649717514124294,0.0,5.649717514124294,5.649717514124294,0.0,11.299435028248588,5.649717514124294,11.299435028248588,5.649717514124294,0.0,16.949152542372882,5.649717514124294
"Yet, the reporters gathered at the back of the room already had the hotel receipts and the explosive text messages proving his long-standing, secret affair. The hypocrisy was so brazen it bordered on the absurd, but the political machine was already spinning the narrative, preparing to pivot from moral crusader to flawed, repentant sinner the moment the story broke. The hypocrisy was institutionalized, baked into the bricks and the ivy, a polite fiction maintained by everyone involved to avoid confronting the deeply entrenched, structural inequality that actually governed their prestigious halls. The annual charity gala was a glittering spectacle of wealth, held in a grand ballroom draped in silk and dripping with crystal chandeliers.",B,,AI_Gen_168,AI_Generic,,train_21,0.7565217391304347,115,87,0.3125,5.069767441860465,16.537280701754387,4,28.75,0.0,0.0,0.0,0.0,12.096774193548386,5.376344086021506,0.0,0.0,0.0,139.1304347826087,17.391304347826086,26.08695652173913,26.08695652173913,26.08695652173913,17.391304347826086,8.695652173913043,8.695652173913043,0.0,34.78260869565217,0.0,8.695652173913043,0.0,8.695652173913043,8.695652173913043,0.0,0.0,8.695652173913043,8.695652173913043,0.0
"The dinner party at the alderman's mansion was a glittering, chaotic battlefield of crystal goblets and silver platters, where the elite gathered to consume in a single evening what would have kept a parish fed for a month. Amidst the popping of champagne corks and the ingestion of rare, imported delicacies, the conversation invariably turned, with a collective sigh of genteel annoyance, to the laziness and ingratitude of the working classes. With perfectly manicured fingers delicately dissecting a roasted pheasant, the host bemoaned the fact that the poor simply refused to budget their coppers with sufficient prudence. It is a remarkable feature of the highly respectable to possess a moral vision so extraordinarily keen that they can spot a flaw in a beggar's character from a mile away, while remaining entirely blind to the mountain of gluttony piled upon their own dining table.",C,Dickens,AI_Imp_D_44,AI_Impostor,Dickens,train_22,0.7202797202797203,143,103,0.375,4.3630573248407645,18.486765734265735,4,35.75,0.0,0.0,0.0,0.0,8.968609865470851,4.484304932735426,0.0,0.0,0.0,90.9090909090909,48.95104895104895,20.97902097902098,34.96503496503497,76.92307692307693,13.986013986013987,13.986013986013987,6.993006993006993,6.993006993006993,6.993006993006993,6.993006993006993,0.0,0.0,20.97902097902098,0.0,0.0,0.0,6.993006993006993,0.0,0.0
"It is not much to the purpose whether a gate in that garden wall which
I had scrambled up to peep over on the last occasion was, on that last
occasion, open or shut. Enough that I saw no gate then, and that I saw
one now. As it stood open, and as I knew that Estella had let the
visitors out,—for she had returned with the keys in her hand,—I
strolled into the garden, and strolled all over it. It was quite a
wilderness, and there were old melon-frames and cucumber-frames in it,
which seemed in their decline to have produced a spontaneous growth of
weak attempts at pieces of old hats and boots, with now and then a
weedy offshoot into the likeness of a battered saucepan.",A,Dickens,Dickens_1400,Human,Dickens,train_23,0.5658914728682171,129,73,0.39285714285714285,4.954545454545454,12.629360465116282,4,32.25,0.0,2.962962962962963,0.0,0.0,14.814814814814815,5.925925925925926,0.0,0.0,0.0,46.51162790697674,23.25581395348837,54.263565891472865,23.25581395348837,38.75968992248062,31.007751937984494,38.75968992248062,38.75968992248062,7.751937984496124,15.503875968992247,0.0,15.503875968992247,15.503875968992247,15.503875968992247,0.0,0.0,0.0,7.751937984496124,0.0,0.0
"When the diagnosis was confirmed, the sprawling, chaotic family immediately closed ranks. Differences that had caused years of bitter holidays—politics, old debts, petty jealousies—were instantly vaporized by the terrifying reality of the tumor. Siblings who hadn't spoken in months set up a shared calendar, coordinating hospital rides and meal deliveries with military precision. This was the fierce, instinctual loyalty of the bloodline, a sudden tightening of the tether when one of their own was pulled toward the edge. They sat in the fluorescent waiting rooms, exhausted and terrified, united by a singular, desperate gravity. In the face of impending loss, all the previous betrayals and arguments felt embarrassingly trivial, revealing a foundational love that only required the threat of permanent absence to fully awaken.",B,,AI_Gen_78,AI_Generic,,train_24,0.753968253968254,126,95,0.5142857142857142,4.340136054421769,14.357096774193547,6,21.0,0.0,2.403846153846154,0.0,0.0,14.423076923076923,7.211538461538462,0.0,0.0,0.0,95.23809523809523,55.55555555555555,23.809523809523807,7.936507936507936,31.746031746031743,23.809523809523807,15.873015873015872,0.0,0.0,23.809523809523807,0.0,0.0,0.0,7.936507936507936,0.0,0.0,0.0,0.0,15.873015873015872,7.936507936507936
